Date,Close,High,Low,Open,Volume
10/08/2020,806.9000244,809.0999756,802.6599731,806.1900024,1706100000
11/08/2020,812.2999878,816.4299927,806.9000244,806.9000244,2586100000
12/08/2020,825.2199707,826.7800293,809.6599731,812.2999878,3596100000
13/08/2020,825.7999878,835.0100098,821.1599731,825.2199707,2403200000
14/08/2020,827.2199707,828.9199829,821.5800171,825.7999878,2017900000
18/08/2020,839.0200195,843.7299805,826.5499878,827.2199707,3405000000
19/08/2020,834.8400269,846.8900146,834.1400146,839.0200195,2445800000
24/08/2020,836.1400146,839.3300171,830.3300171,834.8400269,1964500000
25/08/2020,850.9899902,851.8400269,836.1400146,836.1400146,2170700000
26/08/2020,849.5200195,853.4099731,845.7999878,850.9899902,1791700000
27/08/2020,852.6699829,854.789978,843.8599854,849.5200195,1828300000
28/08/2020,847.75,854.7299805,843.2600098,852.6699829,1927200000
31/08/2020,824.1900024,852.5200195,822.5300293,847.75,3067800000
01/09/2020,841.25,841.25,820.1900024,824.1900024,1835300000
02/09/2020,843.1699829,847.710022,837.9400024,841.25,1706300000
03/09/2020,834.7399902,846.8200073,827.9500122,843.1699829,1770200000
04/09/2020,825.6199951,834.7399902,815.2600098,834.7399902,1555100000
07/09/2020,823.9899902,826.9199829,816.1599731,824.789978,1302700000
08/09/2020,826.0700073,828.6799927,824.789978,824.789978,1269800000
09/09/2020,804.3499756,818.4699707,802.5900269,818.4699707,1950900000
10/09/2020,756.1199951,785.6900024,756.1199951,785.6400146,2773800000
11/09/2020,778.3200073,780.5300293,727.9199829,730.9199829,3450100000
14/09/2020,805.1199951,805.1199951,789.3099976,789.4099731,2223100000
15/09/2020,790.75,809.7700195,788.0900269,807.210022,1748500000
16/09/2020,781.3699951,794.2299805,780.2700195,792.7399902,1249700000
17/09/2020,775.539978,788.3099976,770.6699829,781.3699951,1327900000
18/09/2020,780.3200073,781.8699951,770.8400269,775.7600098,2822800000
21/09/2020,767.9699707,781.9899902,765.25,780.1699829,1587800000
22/09/2020,756.3800049,765.3200073,751.5100098,754.2700195,1435300000
23/09/2020,754.1799927,765.7299805,745.0900269,759.5999756,1502200000
24/09/2020,740,750.4500122,735.8800049,743.4400024,1450200000
25/09/2020,760.3200073,761.2399902,740.5599976,745.6099854,1601700000
28/09/2020,750,769.9000244,750,765.0999756,1449600000
29/09/2020,742.3800049,759.2800293,739.3699951,756.0999756,1440400000
30/09/2020,737.1500244,747.9400024,731.5100098,745.9199829,1470900000
01/10/2020,761.0499878,761.0499878,744.960022,745.1699829,1451500000
02/10/2020,750.8599854,761.539978,741.5100098,761.4400024,1561000000
05/10/2020,755.0900269,758.289978,748,756.0200195,1003800000
06/10/2020,764.1599731,769.6199951,763.2600098,766.7700195,1551500000
07/10/2020,764.0900269,766,755.789978,758.4400024,1421000000
08/10/2020,770.4500122,770.4500122,762.4299927,767.9000244,1592800000
09/10/2020,771.7700195,773.1300049,767.6500244,769.8200073,1453900000
12/10/2020,777.2999878,779.960022,775.6099854,777.6799927,1843400000
13/10/2020,783.5499878,783.9799805,769.2800293,777.3099976,1958300000
14/10/2020,796.2800293,796.7999878,781.9500122,784.2700195,3377800000
15/10/2020,782.8800049,796.7399902,782.5200195,795.3499756,3172000000
16/10/2020,783.4500122,786.210022,775.0599976,784.7999878,1924400000
19/10/2020,790.4500122,790.4500122,782.1400146,787.5800171,2914900000
20/10/2020,786.4400024,791.960022,782.4500122,789.539978,2340500000
21/10/2020,787.2000122,793.789978,785.2299805,790.9500122,2778600000
22/10/2020,788.5599976,789.5599976,780.1099854,783.9899902,2329700000
23/10/2020,789.8200073,794.3599854,786.0200195,794.1500244,2359500000
26/10/2020,794.210022,798.4799805,789.4699707,790.4500122,1939500000
27/10/2020,790.5,797.5999756,787.789978,791.0900269,1931800000
02/11/2020,788.5999756,791.5,777.539978,784.6099854,2359600000
03/11/2020,794.7700195,795.0900269,789.5100098,793.0100098,2090500000
04/11/2020,781.1300049,800.9400024,781.1300049,797.9400024,1959800000
05/11/2020,816.1599731,816.4799805,794.3400269,795.710022,2580300000
06/11/2020,834.9000244,835.6099854,812.7999878,820.5599976,2776100000
09/11/2020,840.5100098,848.4799805,830.7800293,845.539978,3423400000
10/11/2020,863.9699707,865.5300293,853.0100098,858.5999756,4547600000
11/11/2020,880.0200195,880.8499756,867.3699951,869.4099731,4886900000
12/11/2020,866.6900024,876.7000122,864.1599731,876.1699829,2191400000
13/11/2020,867.2000122,869.3099976,859.2399902,863.5700073,1895200000
16/11/2020,873.4400024,880.9400024,867.0499878,876.9099731,2477000000
17/11/2020,881.8099976,888.2399902,876.8400269,879.5999756,3569800000
18/11/2020,885.6500244,889.5700073,881.8200073,881.8200073,3407200000
19/11/2020,887.1199951,892.6799927,879.3599854,880.9000244,2913900000
20/11/2020,884.9000244,894.8599854,881.9899902,889.289978,2420400000
23/11/2020,901.6599731,902.210022,887.3499756,887.3499756,2736700000
24/11/2020,907.8800049,910.8099976,902.0999756,908.539978,3095000000
25/11/2020,903.460022,922.8300171,903.3599854,917.5499878,3414800000
26/11/2020,920.7800293,920.7800293,900.960022,900.960022,2797600000
27/11/2020,920.1099854,926.3699951,916.9899902,924.6599731,3348100000
30/11/2020,883.0599976,921.2600098,872.2399902,918.9400024,9807000000
01/12/2020,904.8300171,908.5700073,879.5,890.1500244,3464800000
02/12/2020,922.3599854,922.3599854,905.9400024,912.6799927,3729900000
03/12/2020,921.1799927,929.7199707,917.1599731,927.289978,3310800000
04/12/2020,916.25,920.5,910.4400024,920.289978,2309600000
07/12/2020,936.3200073,938.2700195,927.0200195,927.9000244,2837300000
08/12/2020,933.2800293,940.0599976,927.7999878,939.1799927,3745500000
10/12/2020,932.3300171,943.6699829,928.0300293,940.8400269,4322200000
11/12/2020,929.9400024,942.1500244,928.9899902,937.9500122,3201300000
14/12/2020,941.1799927,942.0800171,932.6099854,935.2299805,3323100000
15/12/2020,946.7299805,946.7299805,946.7299805,946.7299805,0
16/12/2020,970.0599976,972.1300049,956.3699951,956.3699951,5753800000
17/12/2020,968.6900024,977.210022,961.7700195,974.039978,4450300000
18/12/2020,962.3599854,969.2199707,960.5499878,966.2000122,4438700000
21/12/2020,970.9899902,977.3800049,961.3599854,969.539978,4156300000
22/12/2020,938.9799805,969.7399902,936.9000244,966.2299805,3916400000
23/12/2020,936.7999878,955.9000244,908.710022,947.8200073,3816200000
28/12/2020,955.9000244,957.8800049,932.0100098,953.0599976,2986500000
29/12/2020,945.5900269,965.5200195,943.1599731,961.7299805,2740900000
30/12/2020,934.8900146,949.3200073,934.2199707,949.1900024,2641700000
04/01/2021,958.6500244,959.710022,926.4099731,939.0100098,3467900000
05/01/2021,961.3900146,963.6099854,950.8200073,958.8400269,3653400000
06/01/2021,945.6799927,964.6699829,930.5599976,962.0999756,3055500000
07/01/2021,957.3099976,959.9199829,950.6500244,952.4799805,4361200000
08/01/2021,979.3099976,982.9000244,964.4500122,967.4299927,4123300000
11/01/2021,1001.02002,1001.900024,984,984.3300171,4044100000
12/01/2021,996.4400024,996.4400024,996.4400024,996.4400024,0
13/01/2021,1002.890015,1010.630005,994.6099854,1008.150024,4036400000
14/01/2021,1002.380005,1010.299988,997.1599731,1006.849976,4820200000
15/01/2021,988.75,1010.48999,982.2999878,1006.900024,3925900000
18/01/2021,998.2600098,1002.539978,979.1099854,986.5300293,4066600000
19/01/2021,989.0499878,989.0499878,989.0499878,989.0499878,0
20/01/2021,1014.859985,1017.190002,988.4099731,991.9199829,4194100000
21/01/2021,1011.210022,1030.109985,1008.349976,1026.319946,3600400000
22/01/2021,991.5800171,1013.940002,989.0800171,1012.359985,3449600000
25/01/2021,987.9500122,994.960022,965.460022,994.7700195,3351200000
26/01/2021,966.8800049,990.25,965.2399902,986.8300171,3265300000
27/01/2021,963.1400146,972.0800171,943.2199707,970.6400146,4168200000
28/01/2021,940.5200195,966.1900024,935.3300171,950.289978,3380400000
29/01/2021,911.9799805,959.3699951,907.1099854,949.0599976,3499600000
01/02/2021,947.2999878,950.4899902,885.9299927,910.460022,5411700000
02/02/2021,938.710022,938.710022,938.710022,938.710022,0
03/02/2021,940.8599854,956.3800049,940.0300293,951.2399902,3418500000
04/02/2021,949.2999878,964.1500244,942.8400269,949.6599731,2836200000
05/02/2021,953.5800171,958.0599976,944.9099731,957.3099976,2740600000
08/02/2021,957.5599976,966.9299927,956.4400024,964.2399902,3002400000
09/02/2021,950.3300171,972.2700195,948.3800049,962.9099731,3451600000
10/02/2021,953.0300293,957.3900146,947.6500244,954.1099854,3070200000
11/02/2021,953.5599976,959.2199707,950.2399902,958.289978,1919500000
15/02/2021,959.3200073,959.3200073,959.3200073,959.3200073,0
16/02/2021,959.8900146,965.1400146,957.039978,964,2062900000
17/02/2021,946.6699829,961.5700073,943.8800049,960.5100098,2412300000
18/02/2021,940.6799927,956.9400024,940.6799927,947.9099731,2288300000
19/02/2021,951.8499756,951.8499756,939.0100098,939.210022,2181500000
22/02/2021,951.2399902,951.2399902,951.2399902,951.2399902,0
23/02/2021,959.210022,959.210022,959.210022,959.210022,0
24/02/2021,950.7199707,965.539978,949.9299927,962.2399902,2425000000
25/02/2021,952.539978,952.539978,952.539978,952.539978,0
26/02/2021,944.75,952.7299805,936.0999756,940.4699707,4343600000
01/03/2021,967.7199707,967.7199707,950.5499878,955.6300049,2712000000
02/03/2021,967.6599731,977.1799927,965,974.9400024,2338800000
03/03/2021,968.2199707,968.2199707,968.2199707,968.2199707,0
04/03/2021,948.4699707,948.4699707,948.4699707,948.4699707,0
05/03/2021,941.3599854,949.0900269,938.0700073,940.9799805,2386600000
08/03/2021,940.2399902,953.8800049,939.0300293,952.4400024,1853700000
09/03/2021,927.8499756,927.8499756,927.8499756,927.8499756,0
10/03/2021,939.2000122,940.9000244,930.039978,936.5200195,1680600000
12/03/2021,950.8300171,954.289978,943.8900146,952.4299927,2371400000
15/03/2021,943.0900269,956.3699951,943.0900269,954.7800293,1639600000
16/03/2021,943.1099854,951.2600098,941.5300293,949.3400269,1487500000
17/03/2021,939.6300049,946.3599854,937.3400269,945.5999756,1416700000
18/03/2021,956.8400269,959.2700195,947.5900269,948.5300293,1612500000
19/03/2021,957.7399902,957.7399902,947.7800293,955.710022,2348100000
22/03/2021,944.2800293,957.1799927,943.1799927,956.3400269,1420400000
23/03/2021,940.5200195,953.2999878,938.5200195,952.0800171,1444000000
24/03/2021,925.960022,936.9000244,924.8800049,935.6099854,1526700000
25/03/2021,924.6699829,931.5100098,914.9400024,927.5999756,1474900000
26/03/2021,938.8300171,938.960022,921.9899902,929.6900024,1860400000
29/03/2021,933.5300293,945.7700195,933.3499756,941.3400269,1571300000
30/03/2021,916.8800049,934.4799805,913.9500122,932.1300049,1611200000
31/03/2021,902.789978,915.2999878,886.2700195,914.1400146,2338400000
01/04/2021,901.8599854,907.5,896.1599731,903.0700073,1487600000
05/04/2021,895.6799927,911,895.6799927,910.0700073,1229100000
06/04/2021,900.0200195,901.7299805,890.8300171,896.6199951,1416300000
07/04/2021,904.1300049,905.1900024,894.9199829,903,1269900000
08/04/2021,906.6199951,908.3800049,901.4899902,903.9699707,1638400000
09/04/2021,906.4899902,915.8400269,906.4899902,913.4000244,1535300000
12/04/2021,882.8099976,909.0100098,881.5599976,908.3499756,1612300000
13/04/2021,881.6900024,886.2199707,873.289978,881.710022,1755900000
14/04/2021,904.8800049,905.5999756,887.4400024,891.6500244,1901300000
15/04/2021,908.4400024,908.4400024,897.3300171,906.9199829,1445000000
16/04/2021,907.6699829,914.8499756,903.0700073,914.4000244,1838400000
19/04/2021,903.1500244,908.4899902,898.8300171,907.0800171,1352500000
20/04/2021,902.5599976,902.5599976,894.2999878,897.0300293,1241900000
21/04/2021,892.789978,900.4199829,892.789978,895.0700073,1171800000
22/04/2021,893.960022,899.7000122,892.5999756,896.0200195,1298800000
23/04/2021,902.7399902,904.5599976,891.5599976,895.1500244,1282200000
26/04/2021,892.1799927,904.6699829,890.460022,902.6699829,1568300000
27/04/2021,891.3499756,900.2800293,888.75,897.2199707,1611100000
28/04/2021,890.9000244,895.5900269,889.1900024,890.9199829,1415900000
29/04/2021,897.8099976,899.5,893.0999756,898.2600098,1679800000
30/04/2021,893.7299805,902.710022,891.7299805,901.3499756,1681900000
03/05/2021,884.3400269,895.2299805,882.4299927,894.0700073,1403100000
04/05/2021,888.9199829,889.4299927,881.960022,885.5200195,1460200000
05/05/2021,890.4199829,893.3200073,888.7700195,891.8499756,1481000000
06/05/2021,888.9500122,897.1099854,885.2000122,894.0200195,1426400000
07/05/2021,880.7199707,894.1300049,879.8800049,893.6099854,1362000000
10/05/2021,888.5,891.8200073,883.3599854,884.3400269,1502400000
11/05/2021,882.9299927,886.3300171,877.0800171,886.1300049,1335700000
17/05/2021,869.4899902,887.0900269,866.3099976,886.289978,1925400000
18/05/2021,868.3900146,873.3300171,861.2199707,870.4000244,1467700000
19/05/2021,854.7600098,865.7700195,852.1300049,863.3599854,1262400000
20/05/2021,862.5300293,865.9299927,852.4400024,854.0300293,1878200000
21/05/2021,858.3300171,870.460022,852.7299805,868.960022,1490200000
24/05/2021,858.6099854,865.0300293,857.3200073,863.7600098,1437700000
25/05/2021,864.9299927,872.6199951,860.0900269,861.3900146,1897500000
27/05/2021,863.75,880.6099854,863.75,874.0300293,4421300000
28/05/2021,866.6699829,875.0599976,866.5700073,872.4899902,1594700000
31/05/2021,888.6500244,889.9699707,870.8900146,872.1699829,1926300000
02/06/2021,904.2399902,905.25,897.1199951,902.8200073,2606800000
03/06/2021,919.1099854,919.1099854,898.210022,905.960022,1863300000
04/06/2021,909.4899902,918.8699951,903.9799805,918.8499756,1526700000
07/06/2021,906.4899902,914.0100098,900.5800171,912.6099854,1452300000
08/06/2021,894.8400269,908.2800293,892.4799805,908.2700195,1563400000
09/06/2021,898.9099731,899.039978,886.3200073,886.7199707,1617400000
10/06/2021,905.4199829,906.5300293,898.9500122,902.3699951,1867100000
11/06/2021,901.6400146,909.9000244,900.1900024,908.8400269,2537400000
14/06/2021,895.8900146,906.0999756,893.8400269,905.8599854,1687100000
15/06/2021,895.2000122,897.6900024,889.5100098,897.1400146,1785100000
16/06/2021,885.1099854,891.6099854,883.1500244,890.0599976,2050600000
17/06/2021,877.5200195,883.6199951,874.9400024,880.710022,1906700000
18/06/2021,863.1599731,877.4400024,856.5300293,876.8699951,2994000000
21/06/2021,858.9400024,864.9099731,840.1500244,849.9500122,2219400000
22/06/2021,868.4699707,874.9699707,858.5100098,861.7700195,1644400000
23/06/2021,859.6099854,874.289978,859.6099854,871.210022,1350900000
24/06/2021,854.7000122,864.210022,854.2700195,863.8200073,1113500000
25/06/2021,853.8499756,861,853.8499756,858.5800171,1256900000
28/06/2021,835.5,854.25,835.5,852.1699829,1386500000
29/06/2021,839,846.2199707,835.8800049,836.3599854,1510900000
30/06/2021,844.8499756,849.5300293,839.7600098,839.7600098,1658000000
01/07/2021,847.1199951,853.3099976,840.7800293,848.9000244,1315400000
02/07/2021,851.5200195,855.7800293,848.0100098,851.1400146,1203700000
05/07/2021,842.9000244,852.7199707,839.789978,851.7199707,1164200000
06/07/2021,846.960022,850.1599731,844.25,846.4299927,1835400000
07/07/2021,841.8599854,851.3699951,838.289978,850.9400024,1334700000
08/07/2021,839.9199829,847.1900024,836.2199707,845.210022,1490800000
09/07/2021,840.3400269,842.5800171,837.3699951,839.9000244,1295000000
12/07/2021,844.4000244,848.5599976,842.2399902,845.5100098,1339700000
13/07/2021,835.7299805,850.2399902,833.8300171,849.210022,1474300000
14/07/2021,827.7999878,836.2000122,824.2000122,834.7800293,1388900000
15/07/2021,841.2000122,841.4400024,829.539978,830.9699707,1296900000
16/07/2021,847.1500244,847.5300293,842.2000122,845.5,1297300000
19/07/2021,837.9299927,846.1199951,837.7000122,845.0700073,1125300000
21/07/2021,841.4199829,847.1400146,839.5300293,842.6599731,1789200000
22/07/2021,857.039978,857.0700073,847.6799927,848.1699829,1821600000
23/07/2021,845.710022,860.4400024,844.0900269,859.3499756,1454600000
26/07/2021,841.8200073,850.0300293,841.4699707,847.1599731,1556800000
27/07/2021,837.8200073,847.8900146,831.3800049,845.9899902,1484700000
28/07/2021,830.7000122,838.7600098,827.7999878,836.8599854,1441400000
29/07/2021,832.75,836.4500122,831.0499878,835.0100098,1631600000
30/07/2021,823.039978,839.5200195,823.039978,836.9500122,2069500000
02/08/2021,830.1500244,831.0700073,821.4500122,830.2399902,1558000000
03/08/2021,838.539978,841.9000244,831.4799805,832.7399902,1581000000
04/08/2021,843.460022,845.1699829,835.2000122,841.6300049,1360100000
05/08/2021,853.0100098,856.8400269,845.4500122,847.4299927,1907700000
06/08/2021,844.1400146,858.7000122,842.8300171,857.5,1315300000
09/08/2021,831.75,845.1199951,827.1400146,844.1599731,1338400000
10/08/2021,832.3300171,836.789978,824.3300171,834.960022,1351800000
12/08/2021,845.8400269,845.8400269,832.4699707,834.4899902,1791800000
13/08/2021,851.3900146,853.9000244,845.8900146,849.9500122,1219300000
16/08/2021,852.8499756,853.6699829,842.0900269,853.0100098,1375600000
18/08/2021,869.9199829,872.0900269,855.5200195,858.5800171,2424500000
19/08/2021,850.7399902,868.1599731,845.4500122,867.5200195,1927500000
20/08/2021,855.039978,855.539978,842.0800171,849.9199829,1523300000
23/08/2021,863.8300171,863.8300171,857.3400269,857.5200195,1802300000
24/08/2021,855.9699707,865.9799805,847.1599731,865.0300293,1675100000
25/08/2021,858.1699829,859.4199829,854.3800049,856.9099731,1310100000
26/08/2021,850.210022,858.75,844.6599731,856.5499878,1031200000
27/08/2021,845.710022,849.9799805,843.6900024,849.460022,1127700000
30/08/2021,866.9500122,866.9500122,850.9799805,851.3099976,1617300000
31/08/2021,866.4899902,868.7399902,860.2299805,867.5700073,1677000000
01/09/2021,860.5100098,869.3300171,860.0499878,868.2199707,1261300000
02/09/2021,862.8599854,864.2999878,857.2800293,861.1599731,1145200000
03/09/2021,873.9199829,873.9199829,859.3400269,864.710022,1686400000
06/09/2021,874.5499878,879.3200073,870.3300171,877.2700195,2104800000
07/09/2021,871.3800049,878.2000122,870.25,877.3900146,1551300000
08/09/2021,856.5999756,873.5100098,851.7700195,872.3599854,1716600000
09/09/2021,871.8499756,871.8499756,853.7000122,856.6300049,1804300000
10/09/2021,870.2000122,872.8400269,863.4500122,869.25,1593200000
13/09/2021,865.539978,868.3200073,859.6500244,865.4000244,1096200000
14/09/2021,870.2999878,870.9400024,866.3200073,869.0900269,2073400000
15/09/2021,866.1300049,869.8499756,863.3699951,868.7700195,1947700000
16/09/2021,862.7000122,871,860.4899902,869.9099731,1504700000
17/09/2021,862.4400024,862.4400024,854.2700195,859.1099854,2020100000
20/09/2021,854.8300171,861.2999878,848.5100098,861.2700195,1815800000
21/09/2021,851.7299805,854.0999756,840.960022,847.8400269,1876900000
22/09/2021,862.1799927,864,851.0499878,851.3200073,1672600000
23/09/2021,865.5100098,867.7600098,862.3699951,864.3099976,1952000000
24/09/2021,866.25,870.75,862.1500244,865.7800293,2297200000
27/09/2021,861.3099976,867.0800171,858.289978,864.7800293,1754800000
28/09/2021,859.8800049,864.3200073,858.6300049,863.2000122,2179200000
29/09/2021,870.3400269,870.5200195,855.0700073,856.789978,1967000000
30/09/2021,894.6799927,894.6799927,873.5300293,873.9099731,2405000000
01/10/2021,886.0100098,892.1300049,881.9099731,891.0300293,2832400000
04/10/2021,911.0100098,911.0100098,887.5,887.539978,3269400000
05/10/2021,902.1699829,913.0499878,899.3300171,909.8200073,3696500000
06/10/2021,928.0700073,932.5700073,906.5900269,908.3900146,3580800000
07/10/2021,924.25,932.1900024,921.1799927,927.1300049,3310400000
08/10/2021,939.8800049,941.5999756,929.1400146,930.3099976,2399800000
11/10/2021,941.5499878,944.0300293,935.3200073,940.539978,2342000000
12/10/2021,946.6099854,950.5999756,941.8699951,942.1599731,3387700000
13/10/2021,960.5100098,969.3699951,949.6199951,950.1699829,2876000000
14/10/2021,972.6599731,976.9000244,963.7600098,963.8099976,2743800000
15/10/2021,972.210022,981.7999878,962.0900269,977.1300049,2475300000
18/10/2021,976.4299927,982.1599731,971.0499878,976.6099854,2925900000
19/10/2021,975.1599731,980.2600098,966.0499878,978.8599854,2073100000
